<date:hour:url>,Total Event_count
2019-09-12:09:http://example.com/?url=193,5
2019-09-12:09:http://example.com/?url=194,4
2019-09-12:09:http://example.com/?url=196,6
2019-09-12:09:http://example.com/?url=197,2
2019-09-12:09:http://example.com/?url=198,5
2019-09-12:09:http://example.com/?url=199,4
2019-09-12:10:http://example.com/?url=002,1
2019-09-12:10:http://example.com/?url=003,2
2019-09-12:10:http://example.com/?url=004,3
2019-09-12:10:http://example.com/?url=005,2
2019-09-12:10:http://example.com/?url=006,2
2019-09-12:10:http://example.com/?url=007,3
2019-09-12:10:http://example.com/?url=008,3
2019-09-12:10:http://example.com/?url=009,5
2019-09-12:10:http://example.com/?url=010,4
2019-09-12:10:http://example.com/?url=011,2
2019-09-12:10:http://example.com/?url=012,1
2019-09-12:10:http://example.com/?url=013,7
2019-09-12:10:http://example.com/?url=014,6
2019-09-12:10:http://example.com/?url=015,4
2019-09-12:10:http://example.com/?url=016,4
2019-09-12:10:http://example.com/?url=017,5
2019-09-12:10:http://example.com/?url=018,5
2019-09-12:10:http://example.com/?url=019,2
2019-09-12:10:http://example.com/?url=020,1
2019-09-12:10:http://example.com/?url=021,2
2019-09-12:10:http://example.com/?url=022,3
2019-09-12:10:http://example.com/?url=023,2
2019-09-12:10:http://example.com/?url=024,1
2019-09-12:10:http://example.com/?url=025,3
2019-09-12:10:http://example.com/?url=026,3
2019-09-12:10:http://example.com/?url=027,6
2019-09-12:10:http://example.com/?url=028,4
2019-09-12:10:http://example.com/?url=029,4
2019-09-12:10:http://example.com/?url=030,2
2019-09-12:10:http://example.com/?url=031,2
2019-09-12:10:http://example.com/?url=032,7
2019-09-12:10:http://example.com/?url=033,6
2019-09-12:10:http://example.com/?url=034,1
2019-09-12:10:http://example.com/?url=035,2
2019-09-12:10:http://example.com/?url=036,2
2019-09-12:10:http://example.com/?url=037,6
2019-09-12:10:http://example.com/?url=038,3
2019-09-12:10:http://example.com/?url=039,2
2019-09-12:10:http://example.com/?url=040,1
2019-09-12:10:http://example.com/?url=041,4
2019-09-12:10:http://example.com/?url=042,5
2019-09-12:10:http://example.com/?url=043,2
2019-09-12:10:http://example.com/?url=044,2
2019-09-12:10:http://example.com/?url=045,1
2019-09-12:10:http://example.com/?url=046,2
2019-09-12:10:http://example.com/?url=047,2
2019-09-12:10:http://example.com/?url=049,2
2019-09-12:10:http://example.com/?url=050,3
2019-09-12:10:http://example.com/?url=051,8
2019-09-12:10:http://example.com/?url=052,1
2019-09-12:10:http://example.com/?url=054,3
2019-09-12:10:http://example.com/?url=055,3
2019-09-12:10:http://example.com/?url=056,2
2019-09-12:10:http://example.com/?url=057,1
2019-09-12:10:http://example.com/?url=058,4
2019-09-12:10:http://example.com/?url=059,4
2019-09-12:10:http://example.com/?url=060,1
2019-09-12:10:http://example.com/?url=061,4
2019-09-12:10:http://example.com/?url=063,3
2019-09-12:10:http://example.com/?url=064,4
2019-09-12:10:http://example.com/?url=065,2
2019-09-12:10:http://example.com/?url=066,2
2019-09-12:10:http://example.com/?url=067,1
2019-09-12:10:http://example.com/?url=068,5
2019-09-12:10:http://example.com/?url=069,2
2019-09-12:10:http://example.com/?url=070,4
2019-09-12:10:http://example.com/?url=071,4
2019-09-12:10:http://example.com/?url=072,6
2019-09-12:10:http://example.com/?url=073,3
2019-09-12:10:http://example.com/?url=074,2
2019-09-12:10:http://example.com/?url=075,1
2019-09-12:10:http://example.com/?url=076,1
2019-09-12:10:http://example.com/?url=077,1
2019-09-12:10:http://example.com/?url=078,3
2019-09-12:10:http://example.com/?url=079,2
2019-09-12:10:http://example.com/?url=080,4
2019-09-12:10:http://example.com/?url=081,6
2019-09-12:10:http://example.com/?url=082,5
2019-09-12:10:http://example.com/?url=083,2
2019-09-12:10:http://example.com/?url=084,5
2019-09-12:10:http://example.com/?url=085,3
2019-09-12:10:http://example.com/?url=086,1
2019-09-12:10:http://example.com/?url=087,2
2019-09-12:10:http://example.com/?url=088,4
2019-09-12:10:http://example.com/?url=089,1
2019-09-12:10:http://example.com/?url=090,4
2019-09-12:10:http://example.com/?url=091,4
2019-09-12:10:http://example.com/?url=092,1
2019-09-12:10:http://example.com/?url=093,3
2019-09-12:10:http://example.com/?url=094,3
2019-09-12:10:http://example.com/?url=095,4
2019-09-12:10:http://example.com/?url=096,1
2019-09-12:10:http://example.com/?url=097,3
2019-09-12:10:http://example.com/?url=098,3
2019-09-12:10:http://example.com/?url=100,1
2019-09-12:10:http://example.com/?url=101,3
2019-09-12:10:http://example.com/?url=102,4
2019-09-12:10:http://example.com/?url=103,3
2019-09-12:10:http://example.com/?url=104,3
2019-09-12:10:http://example.com/?url=105,3
2019-09-12:10:http://example.com/?url=106,4
2019-09-12:10:http://example.com/?url=107,4
2019-09-12:10:http://example.com/?url=108,5
2019-09-12:10:http://example.com/?url=109,4
2019-09-12:10:http://example.com/?url=110,1
2019-09-12:10:http://example.com/?url=111,4
2019-09-12:10:http://example.com/?url=112,3
2019-09-12:10:http://example.com/?url=113,7
2019-09-12:10:http://example.com/?url=114,5
2019-09-12:10:http://example.com/?url=115,1
2019-09-12:10:http://example.com/?url=116,5
2019-09-12:10:http://example.com/?url=117,1
2019-09-12:10:http://example.com/?url=118,4
2019-09-12:10:http://example.com/?url=120,3
2019-09-12:10:http://example.com/?url=121,4
2019-09-12:10:http://example.com/?url=122,2
2019-09-12:10:http://example.com/?url=123,2
2019-09-12:10:http://example.com/?url=124,3
2019-09-12:10:http://example.com/?url=127,2
2019-09-12:10:http://example.com/?url=128,1
2019-09-12:10:http://example.com/?url=129,4
2019-09-12:10:http://example.com/?url=130,5
2019-09-12:10:http://example.com/?url=131,1
2019-09-12:10:http://example.com/?url=132,2
2019-09-12:10:http://example.com/?url=133,3
2019-09-12:10:http://example.com/?url=134,3
2019-09-12:10:http://example.com/?url=135,2
2019-09-12:10:http://example.com/?url=136,4
2019-09-12:10:http://example.com/?url=137,5
2019-09-12:10:http://example.com/?url=138,2
2019-09-12:10:http://example.com/?url=139,3
2019-09-12:10:http://example.com/?url=140,1
2019-09-12:10:http://example.com/?url=142,1
2019-09-12:10:http://example.com/?url=143,4
2019-09-12:10:http://example.com/?url=144,1
2019-09-12:10:http://example.com/?url=145,1
2019-09-12:10:http://example.com/?url=146,3
2019-09-12:10:http://example.com/?url=147,2
2019-09-12:10:http://example.com/?url=148,5
2019-09-12:10:http://example.com/?url=149,2
2019-09-12:10:http://example.com/?url=150,2
2019-09-12:10:http://example.com/?url=151,1
2019-09-12:10:http://example.com/?url=152,1
2019-09-12:10:http://example.com/?url=154,2
2019-09-12:10:http://example.com/?url=155,3
2019-09-12:10:http://example.com/?url=156,4
2019-09-12:10:http://example.com/?url=157,2
2019-09-12:10:http://example.com/?url=158,1
2019-09-12:10:http://example.com/?url=159,2
2019-09-12:10:http://example.com/?url=160,2
2019-09-12:10:http://example.com/?url=161,5
2019-09-12:10:http://example.com/?url=162,6
2019-09-12:10:http://example.com/?url=163,3
2019-09-12:10:http://example.com/?url=165,4
2019-09-12:10:http://example.com/?url=166,3
2019-09-12:10:http://example.com/?url=167,1
2019-09-12:10:http://example.com/?url=168,4
2019-09-12:10:http://example.com/?url=169,2
2019-09-12:10:http://example.com/?url=170,1
2019-09-12:10:http://example.com/?url=171,3
2019-09-12:10:http://example.com/?url=172,5
2019-09-12:10:http://example.com/?url=173,2
2019-09-12:10:http://example.com/?url=174,3
2019-09-12:10:http://example.com/?url=175,1
2019-09-12:10:http://example.com/?url=176,7
2019-09-12:10:http://example.com/?url=177,2
2019-09-12:10:http://example.com/?url=178,1
2019-09-12:10:http://example.com/?url=179,5
2019-09-12:10:http://example.com/?url=180,2
2019-09-12:10:http://example.com/?url=181,2
2019-09-12:10:http://example.com/?url=182,1
2019-09-12:10:http://example.com/?url=183,1
2019-09-12:10:http://example.com/?url=184,3
2019-09-12:10:http://example.com/?url=185,4
2019-09-12:10:http://example.com/?url=186,1
2019-09-12:10:http://example.com/?url=187,4
2019-09-12:10:http://example.com/?url=188,5
2019-09-12:10:http://example.com/?url=189,3
2019-09-12:10:http://example.com/?url=190,3
2019-09-12:10:http://example.com/?url=191,4
2019-09-12:10:http://example.com/?url=192,5
2019-09-12:10:http://example.com/?url=193,3
2019-09-12:10:http://example.com/?url=194,1
2019-09-12:10:http://example.com/?url=195,2
2019-09-12:10:http://example.com/?url=196,5
2019-09-12:10:http://example.com/?url=197,4
2019-09-12:10:http://example.com/?url=198,3
2019-09-12:10:http://example.com/?url=199,3
2019-09-12:11:http://example.com/?url=001,3
2019-09-12:11:http://example.com/?url=002,4
2019-09-12:11:http://example.com/?url=003,4
2019-09-12:11:http://example.com/?url=004,5
2019-09-12:11:http://example.com/?url=005,2
2019-09-12:11:http://example.com/?url=006,2
2019-09-12:11:http://example.com/?url=007,2
2019-09-12:11:http://example.com/?url=008,3
2019-09-12:11:http://example.com/?url=009,1
2019-09-12:11:http://example.com/?url=010,4
2019-09-12:11:http://example.com/?url=011,2
2019-09-12:11:http://example.com/?url=012,4
2019-09-12:11:http://example.com/?url=013,1
2019-09-12:11:http://example.com/?url=015,4
2019-09-12:11:http://example.com/?url=016,3
2019-09-12:11:http://example.com/?url=017,1
2019-09-12:11:http://example.com/?url=018,3
2019-09-12:11:http://example.com/?url=019,2
2019-09-12:11:http://example.com/?url=020,5
2019-09-12:11:http://example.com/?url=021,3
2019-09-12:11:http://example.com/?url=022,2
2019-09-12:11:http://example.com/?url=023,3
2019-09-12:11:http://example.com/?url=024,6
2019-09-12:11:http://example.com/?url=025,3
2019-09-12:11:http://example.com/?url=026,1
2019-09-12:11:http://example.com/?url=028,2
2019-09-12:11:http://example.com/?url=029,3
2019-09-12:11:http://example.com/?url=030,1
2019-09-12:11:http://example.com/?url=031,4
2019-09-12:11:http://example.com/?url=032,2
2019-09-12:11:http://example.com/?url=034,5
2019-09-12:11:http://example.com/?url=035,3
2019-09-12:11:http://example.com/?url=036,6
2019-09-12:11:http://example.com/?url=037,3
2019-09-12:11:http://example.com/?url=038,3
2019-09-12:11:http://example.com/?url=039,2
2019-09-12:11:http://example.com/?url=040,2
2019-09-12:11:http://example.com/?url=041,4
2019-09-12:11:http://example.com/?url=042,2
2019-09-12:11:http://example.com/?url=043,2
2019-09-12:11:http://example.com/?url=044,1
2019-09-12:11:http://example.com/?url=045,5
2019-09-12:11:http://example.com/?url=046,2
2019-09-12:11:http://example.com/?url=047,4
2019-09-12:11:http://example.com/?url=048,2
2019-09-12:11:http://example.com/?url=049,3
2019-09-12:11:http://example.com/?url=050,3
2019-09-12:11:http://example.com/?url=052,2
2019-09-12:11:http://example.com/?url=053,1
2019-09-12:11:http://example.com/?url=054,6
2019-09-12:11:http://example.com/?url=055,2
2019-09-12:11:http://example.com/?url=056,4
2019-09-12:11:http://example.com/?url=057,4
2019-09-12:11:http://example.com/?url=058,2
2019-09-12:11:http://example.com/?url=059,1
2019-09-12:11:http://example.com/?url=060,2
2019-09-12:11:http://example.com/?url=061,2
2019-09-12:11:http://example.com/?url=062,3
2019-09-12:11:http://example.com/?url=063,4
2019-09-12:11:http://example.com/?url=064,2
2019-09-12:11:http://example.com/?url=065,7
2019-09-12:11:http://example.com/?url=066,4
2019-09-12:11:http://example.com/?url=067,3
2019-09-12:11:http://example.com/?url=068,4
2019-09-12:11:http://example.com/?url=069,5
2019-09-12:11:http://example.com/?url=070,4
2019-09-12:11:http://example.com/?url=071,3
2019-09-12:11:http://example.com/?url=072,2
2019-09-12:11:http://example.com/?url=073,2
2019-09-12:11:http://example.com/?url=075,2
2019-09-12:11:http://example.com/?url=076,4
2019-09-12:11:http://example.com/?url=077,2
2019-09-12:11:http://example.com/?url=078,3
2019-09-12:11:http://example.com/?url=079,3
2019-09-12:11:http://example.com/?url=080,3
2019-09-12:11:http://example.com/?url=083,1
2019-09-12:11:http://example.com/?url=084,5
2019-09-12:11:http://example.com/?url=085,2
2019-09-12:11:http://example.com/?url=086,3
2019-09-12:11:http://example.com/?url=087,1
2019-09-12:11:http://example.com/?url=088,4
2019-09-12:11:http://example.com/?url=089,1
2019-09-12:11:http://example.com/?url=090,1
2019-09-12:11:http://example.com/?url=091,1
2019-09-12:11:http://example.com/?url=092,3
2019-09-12:11:http://example.com/?url=093,6
2019-09-12:11:http://example.com/?url=094,2
2019-09-12:11:http://example.com/?url=095,2
2019-09-12:11:http://example.com/?url=096,1
2019-09-12:11:http://example.com/?url=097,1
2019-09-12:11:http://example.com/?url=098,5
2019-09-12:11:http://example.com/?url=100,2
2019-09-12:11:http://example.com/?url=101,1
2019-09-12:11:http://example.com/?url=102,6
2019-09-12:11:http://example.com/?url=103,4
2019-09-12:11:http://example.com/?url=104,4
2019-09-12:11:http://example.com/?url=105,5
2019-09-12:11:http://example.com/?url=106,3
2019-09-12:11:http://example.com/?url=107,2
2019-09-12:11:http://example.com/?url=108,1
2019-09-12:11:http://example.com/?url=109,1
2019-09-12:11:http://example.com/?url=110,2
2019-09-12:11:http://example.com/?url=111,1
2019-09-12:11:http://example.com/?url=112,3
2019-09-12:11:http://example.com/?url=113,5
2019-09-12:11:http://example.com/?url=114,4
2019-09-12:11:http://example.com/?url=115,1
2019-09-12:11:http://example.com/?url=116,2
2019-09-12:11:http://example.com/?url=117,3
2019-09-12:11:http://example.com/?url=118,4
2019-09-12:11:http://example.com/?url=119,4
2019-09-12:11:http://example.com/?url=120,1
2019-09-12:11:http://example.com/?url=121,5
2019-09-12:11:http://example.com/?url=122,3
2019-09-12:11:http://example.com/?url=123,2
2019-09-12:11:http://example.com/?url=124,3
2019-09-12:11:http://example.com/?url=125,6
2019-09-12:11:http://example.com/?url=126,1
2019-09-12:11:http://example.com/?url=127,1
2019-09-12:11:http://example.com/?url=128,4
2019-09-12:11:http://example.com/?url=129,4
2019-09-12:11:http://example.com/?url=130,4
2019-09-12:11:http://example.com/?url=131,6
2019-09-12:11:http://example.com/?url=132,4
2019-09-12:11:http://example.com/?url=133,3
2019-09-12:11:http://example.com/?url=134,1
2019-09-12:11:http://example.com/?url=135,1
2019-09-12:11:http://example.com/?url=136,4
2019-09-12:11:http://example.com/?url=137,2
2019-09-12:11:http://example.com/?url=138,2
2019-09-12:11:http://example.com/?url=139,2
2019-09-12:11:http://example.com/?url=140,3
2019-09-12:11:http://example.com/?url=141,4
2019-09-12:11:http://example.com/?url=142,2
2019-09-12:11:http://example.com/?url=143,1
2019-09-12:11:http://example.com/?url=145,1
2019-09-12:11:http://example.com/?url=146,1
2019-09-12:11:http://example.com/?url=147,4
2019-09-12:11:http://example.com/?url=148,3
2019-09-12:11:http://example.com/?url=149,2
2019-09-12:11:http://example.com/?url=150,7
2019-09-12:11:http://example.com/?url=152,2
2019-09-12:11:http://example.com/?url=153,5
2019-09-12:11:http://example.com/?url=154,2
2019-09-12:11:http://example.com/?url=155,4
2019-09-12:11:http://example.com/?url=156,5
2019-09-12:11:http://example.com/?url=157,3
2019-09-12:11:http://example.com/?url=158,2
2019-09-12:11:http://example.com/?url=159,2
2019-09-12:11:http://example.com/?url=160,4
2019-09-12:11:http://example.com/?url=161,5
2019-09-12:11:http://example.com/?url=162,2
2019-09-12:11:http://example.com/?url=163,4
2019-09-12:11:http://example.com/?url=164,1
2019-09-12:11:http://example.com/?url=165,3
2019-09-12:11:http://example.com/?url=166,8
2019-09-12:11:http://example.com/?url=167,2
2019-09-12:11:http://example.com/?url=168,3
2019-09-12:11:http://example.com/?url=169,2
2019-09-12:11:http://example.com/?url=170,1
2019-09-12:11:http://example.com/?url=171,7
2019-09-12:11:http://example.com/?url=172,2
2019-09-12:11:http://example.com/?url=173,3
2019-09-12:11:http://example.com/?url=174,4
2019-09-12:11:http://example.com/?url=175,6
2019-09-12:11:http://example.com/?url=176,4
2019-09-12:11:http://example.com/?url=177,5
2019-09-12:11:http://example.com/?url=178,3
2019-09-12:11:http://example.com/?url=179,2
2019-09-12:11:http://example.com/?url=180,1
2019-09-12:11:http://example.com/?url=181,3
2019-09-12:11:http://example.com/?url=182,3
2019-09-12:11:http://example.com/?url=183,3
2019-09-12:11:http://example.com/?url=184,2
2019-09-12:11:http://example.com/?url=186,2
2019-09-12:11:http://example.com/?url=187,3
2019-09-12:11:http://example.com/?url=188,3
2019-09-12:11:http://example.com/?url=189,3
2019-09-12:11:http://example.com/?url=190,4
2019-09-12:11:http://example.com/?url=191,4
2019-09-12:11:http://example.com/?url=192,3
2019-09-12:11:http://example.com/?url=193,2
2019-09-12:11:http://example.com/?url=194,5
2019-09-12:11:http://example.com/?url=195,1
2019-09-12:11:http://example.com/?url=196,3
2019-09-12:11:http://example.com/?url=197,2
2019-09-12:11:http://example.com/?url=198,4
2019-09-12:11:http://example.com/?url=199,2
2019-09-12:12:http://example.com/?url=001,1
2019-09-12:12:http://example.com/?url=002,2
2019-09-12:12:http://example.com/?url=003,5
2019-09-12:12:http://example.com/?url=004,5
2019-09-12:12:http://example.com/?url=005,3
2019-09-12:12:http://example.com/?url=006,2
